month,date,vol,vol_unadj,age_group
181,2015-02,2349629977.173693,1467606613.131313,Age 45-64
181,2015-02,4166225298.394766,3273196697.474748,Age 30-44
181,2015-02,5580305780.236769,2580382806.060607,Younger than 30
182,2015-03,143069023.0327612,113773752.020202,Age 65 and older
182,2015-03,2389711942.127657,1574523117.171717,Age 45-64
182,2015-03,4203111091.735199,3485310632.323232,Age 30-44
182,2015-03,5875004593.686769,2186006212.121212,Younger than 30
183,2015-04,115280302.233415,77101696.46464643,Age 65 and older
183,2015-04,2325289582.692695,1461882592.424242,Age 45-64
183,2015-04,4153226384.81995,3202549480.808082,Age 30-44
183,2015-04,5712485969.02848,2111515661.616162,Younger than 30
184,2015-05,140086138.7364581,97209347.97979799,Age 65 and older
184,2015-05,2221032758.821664,1556158634.343434,Age 45-64
184,2015-05,3934635907.783902,3536105916.161615,Age 30-44
184,2015-05,5199141488.930107,2965864830.30303,Younger than 30
185,2015-06,164355512.3817913,131673995.9595959,Age 65 and older
185,2015-06,2514854228.392051,1795882257.575757,Age 45-64
185,2015-06,4001827054.094765,3538435134.343434,Age 30-44
185,2015-06,5529328447.237329,3330110464.141414,Younger than 30
